,Unnamed: 0,Unnamed: 0.1,Key Word,Username,User_ID,Datetime,Favorite_count,Geo,Coordinates,Label,Text
41,45,785,genitals,johnbrownsbooty,1326756245584399872,2020-11-12 05:18:33,0,,,0.0,Or just don't jerk off during a work call. I am as pro worker as it gets but I'm okay with people being fired for exposing their genitals to co-workers
42,46,786,genitals,BootifulBrit,1326756108095020032,2020-11-12 05:18:00,0,,,0.0,Since when did clean genitals have race guidelines?!
44,48,788,genitals,JackieLane2020,1326755663595360000,2020-11-12 05:16:14,0,,,0.0,"Why is this person so fixated? You tell me. They have misgendered me on purpose, so that isnâ€™t the reason, they donâ€¦"
45,49,789,genitals,CrazyLover2019,1326755468379909888,2020-11-12 05:15:28,0,,,0.0,2020 and people are still cutting the genitals of healthy baby boys
46,50,790,genitals,CrazyLover2019,1326755147721149952,2020-11-12 05:14:11,0,,,0.0,Not ethically acceptable to surgically alter the natural genitals of a child when no compelling therapeutic reason exists. htâ€¦
47,51,791,genitals,ajinkyadedge,1326754863494040064,2020-11-12 05:13:04,0,,,0.0,So? Does electing more women mean progress? Most voters vote based on the candidate and not the candiâ€¦
48,52,792,genitals,JeauxCalderone,1326754756111569920,2020-11-12 05:12:38,0,,,0.0,"Face, armpits and genitals. The same way Catholics pray ðŸ˜"
49,53,793,genitals,yesbesurright,1326754733097430016,2020-11-12 05:12:32,0,,,0.0,I think you should look into taking some classes on how to use the internet sâ€¦
52,56,796,genitals,muscles4daze,1326753973122939904,2020-11-12 05:09:31,0,,,0.0,"Wait did you want lockdowns or not? I know, lockdowns for everyone unless you mutilate your genitals!"
55,60,800,genitals,Lalozazueta2,1326752178782919936,2020-11-12 05:02:23,0,,,0.0,"This is the nightmare that the #WHO, #UN, &amp; other pro-circ groups have created in unstable countries: Young boys set onâ€¦"
57,62,802,genitals,kyudoms,1326751887685779968,2020-11-12 05:01:14,1,,,0.0,"everybody is different but from all the gay men i personally know (including myself), gay men are aâ€¦"
58,63,803,genitals,Cacotopos,1326751770081520128,2020-11-12 05:00:46,0,,,0.0,As long as he's only seeing his work and not his genitals.
61,66,806,genitals,danial____ah,1326750392873570048,2020-11-12 04:55:18,3,,,0.0,People would literally lick each others genitals but wont eat the brown part of the banana
62,68,808,genitals,PamelaAdger,1326749911673560064,2020-11-12 04:53:23,0,,,0.0,Just how difficult is it for men to not expose their genitals during a work video conference?
63,69,809,genitals,TibetanJazz666,1326749216832709888,2020-11-12 04:50:37,0,,,0.0,They're trying to sell my genitals to me in a brown paper bag. I keep refusing but I'm committed to the gelatinous necrosis
64,70,810,genitals,Gebraheel,1326748798794800128,2020-11-12 04:48:58,1,,,0.0,Dude exposed his dick at work to his coworkers. That is unacceptable. End of discussion. There's a reaâ€¦
65,71,811,genitals,twunktwanktwink,1326748735301349888,2020-11-12 04:48:42,1,,,0.0,we have more to offer than our genitals ðŸ˜Š
66,72,812,genitals,GrahamMReed,1326748153769560064,2020-11-12 04:46:24,0,,,0.0,I live near Lake Apopka in central Florida and to me Apopka sounds like Yiddish for a dessert or a smallâ€¦
67,73,813,genitals,HoshiNoMiwaku,1326747829046400000,2020-11-12 04:45:06,0,,,0.0,Talk to me or I will punch you in the genitals!
69,75,815,genitals,Paola72005910,1326746519526139904,2020-11-12 04:39:54,0,,,0.0,"Dear trans people, if u ever feel bad for being trans, or feel unvalidated just remember that the Greeks have the sâ€¦"
71,77,817,genitals,imajeanpeace,1326745434279209984,2020-11-12 04:35:35,0,,,0.0,Sounds familiar? That's Trump's legal definition of gender: whatever genitals you're' born with.
72,78,818,genitals,PaulLan21302272,1326744700414380032,2020-11-12 04:32:40,1,,,0.0,Can't f'n stand it... don't like horse racing either but strangling something's genitals with clowns runniâ€¦
73,79,819,genitals,DianeHoffmann10,1326744673315059968,2020-11-12 04:32:34,0,,,0.0,You are the last person that would need shock therapy from seeing anybodyâ€™s genitals!
77,83,823,genitals,ChimerAstra,1326743752334060032,2020-11-12 04:28:54,0,,,0.0,// boinking a xeno is a fast track to dying horribly. ðŸ˜‚ why would you even? Given the reproduction method they don'â€¦
78,84,824,genitals,4gv01,1326743360200110080,2020-11-12 04:27:21,1,,,0.0,Damn imagine being transphobic. Your genitals don't define your gender
79,85,825,genitals,11thBlog,1326742974772940032,2020-11-12 04:25:49,0,,,0.0,"I keep seeing this. Wtf are ""androgynous genitals""?"
80,86,826,genitals,xtravisage,1326741565209979904,2020-11-12 04:20:13,0,,,0.0,"""I, a cis person, having never tried anything or experienced anything else, can confidently say it's really easy and functionâ€¦"
82,88,828,genitals,Kamasutra_neue,1326740663317240064,2020-11-12 04:16:38,0,,,0.0,"When genitals of psychological pleasure, is not sexually excited during intercourse a different result when both experience"
84,90,830,genitals,AdamOctavius,1326740381321580032,2020-11-12 04:15:31,0,,,0.0,Get off writing on Blackness. Reducing that to lower terms: please Keep my black genitals out ofâ€¦
85,91,831,genitals,EdWoodNot,1326740366922550016,2020-11-12 04:15:27,1,,,0.0,Cis people literally color-coded genitals and then have the nerve to say shit like â€œLGBT people are obsessed with labels...â€
86,92,832,genitals,JDRPG,1326740300585289984,2020-11-12 04:15:11,0,,,0.0,Gender is literally a social construct. It's a social thing. Alâ€¦
88,94,834,genitals,AdamOctavius,1326738943673580032,2020-11-12 04:09:48,1,,,0.0,Get off blackness. Thatâ€™s was me being polite. Letâ€™s reduce that to lower terms: please Keep my bâ€¦
90,96,836,genitals,tiny_map,1326737957311610112,2020-11-12 04:05:53,0,,,0.0,. ðŸœ ðŸ¤ a genitals Angela ðŸˆ ðŸš– a computing a life-size absurdity
91,97,837,genitals,freeakim,1326737200374040064,2020-11-12 04:02:52,2,,,0.0,"ah okay. still though, referring to people as hermaphrodite is seen as pretâ€¦"
92,98,838,genitals,memecannot,1326737108208399872,2020-11-12 04:02:30,1,,,0.0,
93,99,839,genitals,phelele26,1326737073525690112,2020-11-12 04:02:22,0,,,0.0,Human papillomavirus (HPV) is a viral infection that's passed between peoplâ€¦
94,100,840,genitals,softfuzzyman,1326737031737860096,2020-11-12 04:02:12,0,,,0.0,2 months ago I found a bug I'd wanted to meet for a long time.. a scorpionfly!! Points of interest: 1ï¸âƒ£ the 'stinger' tâ€¦
95,101,841,genitals,tmorris1Nonly,1326736565524169984,2020-11-12 04:00:21,0,,,0.0,Why you put all that soap on a washcloth just to do armpits and genitals tho?
97,103,843,genitals,Gaytheist4,1326736071468720128,2020-11-12 03:58:23,3,,,0.0,"Whyyyyy are ""men"" defending this? It's like Trump claiming he used ""locker room talk."" I'm sorry, the men I knâ€¦"
99,105,845,genitals,Yingerfelton,1326734911760430080,2020-11-12 03:53:47,0,,,0.0,Track the one who did it to me across the Mojave Wasteland and destroy their genitals for revenge bâ€¦
101,108,848,genitals,_midnight_luna_,1326733755009070080,2020-11-12 03:49:11,0,,,0.0,CW âš ï¸ Trans Hoseok (Hosook) âš ï¸ Cisswap Seokjin (Soojin) âš ï¸ Cisswap Genderfluid Butch Jungkook (Jungsook) âš ï¸ Use of clit for Hoâ€¦
102,109,849,genitals,phlegmsicle,1326733699522569984,2020-11-12 03:48:58,0,,,0.0,CW/ body horror/genitals Sorry forgot to post this but hereâ€™s a concept Iâ€™m working with regarding depictions of Bav in difâ€¦
104,112,852,genitals,adkisojk,1326732852520640000,2020-11-12 03:45:36,3,,,0.0,Not ethically acceptable to surgically alter the natural genitals of a child when no compelling therapeutic reasonâ€¦
105,114,854,genitals,Kamasutra_neue,1326731855450820096,2020-11-12 03:41:38,0,,,0.0,When genitals of unequal genital size lovers are unhappy if he cannot stand wounds The male fluid is also visible just like
106,115,855,genitals,Scare_bear,1326731624155729920,2020-11-12 03:40:43,0,,,0.0,"Nah we're not perfect, but most of us try and stay away from our genitalâ€¦"
108,118,858,genitals,gentlemansbeard,1326730652910289920,2020-11-12 03:36:51,1,,,0.0,If you think giraffes don't know their mouths can reach their genitals...Unfollow me!
109,119,859,genitals,transrobodrone,1326730455538870016,2020-11-12 03:36:04,1,,,0.0,"This is exactly the kinda stuff I want as part of like a royal hierarchy, making sure that the roâ€¦"
110,120,860,genitals,ParisLarimar,1326728584648480000,2020-11-12 03:28:38,0,,,0.0,"I haven't got the damnedest clue what I'm doing. I just do what I please and sometimes ppl are like ""that was neatoâ€¦"
112,122,862,genitals,_MFra_,1326727891695109888,2020-11-12 03:25:53,0,,,0.0,Having either genitals ISN'T harmful. You're promoting self hate.
113,123,863,genitals,LetstalkRuRi,1326727502627290112,2020-11-12 03:24:20,2,,,0.0,Proves nothing shows nothing ! But yes the president reject was on camera bragging about grâ€¦
114,124,864,genitals,ca12w,1326727466514170112,2020-11-12 03:24:12,1,,,0.0,Crab Catching Epi Musicâ€‹.The word Ipi has two meanings. It's two-pronged. The first meaning is the female genitals.
115,125,865,genitals,Darth_Spurious,1326727146094660096,2020-11-12 03:22:55,4,,,0.0,There was a time where Gym was called about violations to the integrity of student-athletes genitaâ€¦
582,705,3545,goldenshower,LosAngelesLost,1326772635846530048,2020-11-12 06:23:41,0,,,1.0,I hate to see my golden nectar being wasted in a toilet! It should always be consumed by a sub/slave instead!!! #goldenshâ€¦
583,706,3546,goldenshower,davery725,1326743552123020032,2020-11-12 04:28:07,0,,,0.0,#GoldenShower of course.
601,729,3569,gooch,DuragSlim,1326765241221390080,2020-11-12 05:54:18,0,,,1.0,"What is your problem man ???????RT â€œ@itsrman: Im gooch gobbling for a PS5, first come first serve!â€"
647,779,3619,gooch,444666tebi,1326741800808290048,2020-11-12 04:21:09,0,,,1.0,can i have one boo ðŸ¥º I'll suck ur thotty gooch
649,781,3621,gooch,Steph_Marie_Cee,1326741320174530048,2020-11-12 04:19:15,0,,,1.0,Lemme go to sleep and dream about licking his gooch
652,785,3625,gooch,FemboyHatePart2,1326738588093050112,2020-11-12 04:08:23,0,,,1.0,smell my unshaved gooch
686,825,3665,gooch,whome121,1326721410740440064,2020-11-12 03:00:08,1,,,1.0,I wish I were swallowing dick right now and making somebodyâ€™s son toes curl while I flicker my tongue on that Gooch.
700,840,3680,gooch,BurnCityBunny,1326709431090860032,2020-11-12 02:12:32,25,,,1.0,Lemme smooch your gooch till you ðŸ¦‰ ðŸ¦‰
827,993,3833,gooch,theshiningson,1326649529379269888,2020-11-11 22:14:30,1,,,1.0,Everyone knows the best part of a man is the gooch
890,1061,3901,gooch,hidingthedripon,1326629888246289920,2020-11-11 20:56:27,0,,,1.0,when i get mine the first thing iâ€™ll do is take off the pants and sniff its gooch slowly. then i will begin to lick its ballsâ€¦
892,1064,3904,gooch,trxpland,1326628122742159872,2020-11-11 20:49:26,24,,,1.0,when i get mine the first thing iâ€™ll do is take off the pants and sniff its gooch slowly. then i will begin to lickâ€¦
588,712,3552,gooch,vicsinghb,1326776114736460032,2020-11-12 06:37:30,0,,,0.0,"In the West, conservative opinions are aggressively policed and punished | on latest book:"
589,717,3557,gooch,gooch_skyler,1326772957587389952,2020-11-12 06:24:57,0,,,0.0,My tweets be for me.. I be talking to myself.
590,718,3558,gooch,jacaleannn_,1326772104923120128,2020-11-12 06:21:34,2,,,0.0,I think itâ€™s quite bullshit that itâ€™s still hot as satans gooch in Florida while last year we had atleast a solid mâ€¦
591,719,3559,gooch,Michael42515493,1326772077286870016,2020-11-12 06:21:28,1,,,0.0,"Yup, hope your day is good x"
592,720,3560,gooch,Michael42515493,1326771295703450112,2020-11-12 06:18:21,1,,,0.0,Iv got to go back to CAT in a bit for a drug n alcohol test.
593,721,3561,gooch,Michael42515493,1326770760296359936,2020-11-12 06:16:14,1,,,0.0,"Yep, how's you this morning?"
594,722,3562,gooch,Michael42515493,1326770411674200064,2020-11-12 06:14:51,1,,,0.0,Morning bff
595,723,3563,gooch,GinaViews,1326769340969070080,2020-11-12 06:10:35,0,,,0.0,Girlaaaa Iâ€™m still stuck at the gooch
596,724,3564,gooch,sLiPR6,1326767315581600000,2020-11-12 06:02:32,0,,,0.0,With the gooch buzzer
597,725,3565,gooch,BurninHamma,1326767215258060032,2020-11-12 06:02:08,9,,,0.0,washing my gooch with JUST FOR MEN NO GIRLS ALLOWED APOCALYPTIC CRUSH FACE WASH BODY WASH COMBINATION WASH 0
598,726,3566,gooch,Beatbyterri,1326766736432120064,2020-11-12 06:00:14,1,,,0.0,So many of yâ€™all wanted to know about me licking gooch. Iâ€™ll just say it aint thay bad ðŸš¶ðŸ¾â€â™€ï¸ðŸ˜—
1179,1412,4252,handjob,porn_click_881,1326775422131059968,2020-11-12 06:34:45,0,,,1.0,Asian Handjob on cam . . . .â€¦
1182,1415,4255,handjob,uhkeotshepile,1326770363716559872,2020-11-12 06:14:39,0,,,1.0,"how do you pretend to sleep through your friend giving your man a handjob ðŸ˜­ðŸ˜­ðŸ˜­ no man itâ€™s okay to act up, guys. itâ€™s okay toâ€¦"
