,Unnamed: 0,Key Word,Username,User_ID,Datetime,Favorite_count,Geo,Coordinates,Label,Text,Unnamed: 9,Unnamed: 10,Unnamed: 11
643,643,Balls,RN_abdullah99,1.33e+18,11-11-2020 07:23,0,,,0.0,"Dude: ""I'm not losing this game of chicken!"" Cat: ""Steve! STEVE!!! I'm on my 9th life, this isn't funny!"" Dog: ""They already…",,,
28,28,Aroused,ClayFragulia,1.33e+18,11-11-2020 02:22,1,,,0.0,“ aroused in a non sexual way “ I find new ways to 💙 U and your show,,,
1709,1709,Aroused,ketolife69420,1.33e+18,10-11-2020 23:05,1,,,1.0,Good luck 🍀 they’re usually really nicer than you fear and you won’t gag. The worst parts trying not to get aroused by the bdsm vibe of being submissive in the chair,,,
4067,7727,lapdance,BisschenNerdy,1.3267470419770296e+18,2020-11-12 04:41:59,0,,,1.0,How do they want to that? Kimmie will give everyone a lapdance?,,,
2419,2419,big butt,ribs_short,1.33e+18,11-11-2020 06:06,0,,,1.0,Never trust a big butt and a smile,,,
1250,1250,cunt,Linguinni_lucas,1.33e+18,11-11-2020 09:44,0,,,0.0,Whooping in civ 6 right now. Never in my life have I felt such disdain for another human being until I met this monster in civ.,,,
1278,1278,cunt,AlresfordBear,1.33e+18,11-11-2020 09:28,0,,,0.0,Its odd. To be told I am high risk of overdose. Fine. But then not giving a cunt to actually do your job to review it promptly. Or to send graduated arrangements as part of a confirmed letter. Or reasoning. Or need to be chased up to do the review by the person who is risk.,,,
3797,112,genitals,_MFra_,1.3267278916951096e+18,2020-11-12 03:25:53,0,,,0.0,Having either genitals ISN'T harmful. You're promoting self hate.,,,
533,533,Balls,Zayl777,1.33e+18,11-11-2020 07:25,0,,,0.0,But do Republicans have the balls?,,,
86,86,Aroused,SheaWasBetter,1.33e+18,10-11-2020 17:45,0,,,0.0,"“This is a major market team, it should have a budget commensurate with that.” I am aroused",,,
4209,10158,masturbate,DrewTheRat24,1.3267492325277699e+18,2020-11-12 04:50:41,7,,,0.0,Too lazy to masturbate. Good nightâ¤,,,
559,559,Balls,natali_v_,1.33e+18,11-11-2020 07:20,2,,,0.0,This is what happens when you don’t punish Turkey and sanction them. They believe they have the balls to walk anywhere and everywhere and do whatever they want*,,,
1797,1797,Aroused,AndieDelicacy,1.33e+18,10-11-2020 20:16,0,,,1.0,You're aroused. I understand.,,,
953,953,bitchtits,theBRA1N,1.32e+18,05-11-2020 03:18,1,,,0.0,"😆😄 Suck it up, bitchtits..",,,
1856,1856,Aroused,somekindthings,1.33e+18,10-11-2020 18:30,0,,,1.0,"Why is ass attractive sef? Like seriously. Who was the first person that saw nyash and was like, ""Damn, that's a big shit holder, I'm aroused"". Who started this madness??",,,
717,717,big butt,MONAELisa_,1.33e+18,11-11-2020 05:00,1,,,0.0,Yo my butt not big nomore iont like that 😂 like I need my hips and ass back,,,
4510,15688,pussy,TRIPLE6LOWEND,1.32681340082814e+18,2020-11-12 09:05:40,1,,,1.0,Hairy pussy is top tier.,,,
788,788,bitch,HiYoshinori,1.33e+18,11-11-2020 07:27,0,,,0.0,The baddest bitch,,,
1482,1482,eat me,djtifoel3aw,1.33e+18,11-11-2020 10:50,0,,,0.0,i can’t eat anything i used to eat in quarantine bec it reminds me of it imagine how many things i hate now,,,
968,968,bite me,bite_me_06,1.33e+18,11-11-2020 07:30,0,,,0.0,WE WILL WIN!,,,
4553,15677,pussy,YPogger,1.32681355316095e+18,2020-11-12 09:06:16,0,,,0.0,man my gw/ugw is so high I feel gross :( but I guess the bmi going lower could like ðŸ™„ðŸ™„ mf make my organs shut downâ€¦,,,
2182,2182,asslick,Iam_feels,1.32e+18,05-11-2020 18:05,0,,,1.0,“you dickride and asslick cause you scared to make enemies”,,,
3467,3467,slut,Creolekordei,1.35e+18,09-01-2021 08:50,0,,,1.0,"its always i love you and never i need u to cum in me daddy, cum in your little slut",,,
1114,1114,Breast Man,cocolo1587,1.33e+18,11-11-2020 05:42,0,,,0.0,"Do not drink human woman's breast milk or powdered milk. Whether you are a man, a woman, an adult, a child, or a baby, drink animal milk",,,
488,488,Bad Fuck,kandiekeith,1.33e+18,11-11-2020 06:47,0,,,0.0,I'm back and that chief Simp Jaduong did get an L haha. He can fuck off !!! Buying flowers and parading a wet crack merchant,,,
2117,2117,ass,l3tm3straddl3u,1.33e+18,11-11-2020 06:56,0,,,1.0,HOW THE FUCK DOES ONE TEASE A PERSON WITH A WEAK ASS LIBIDO WITHOUT LOOKING LIKE A DUMBASS TF,,,
3855,1653,hoe,fashoookayyy,1.32677863691828e+18,2020-11-12 06:47:32,0,,,1.0,This hoe actually hard,,,
1302,1302,cunt,whoretic,1.33e+18,11-11-2020 08:37,0,,,0.0,This dumb cunt fell off his horse and died while committing genocide. We remember alright!!!! You white supremacist fucks,,,
2895,2895,cunnilingus,50PagesOfGrey,1.33e+18,11-11-2020 02:15,0,,,1.0,— claustrophilia clothed sex cock and / or ball fetishization cock worship collaring consensual nonconsent corsetry cross-dressing crurophilia crush fetish cunnilingus cupping cacryphilia degradation dendrophilia diapers dicipline —,,,
1195,1195,byatch,rysowal,1.32e+18,03-11-2020 00:17,2,,,0.0,YO CAN WE GET SOME JUICE UP IN THIS BYATCH,,,
2157,2157,assblaster,Lionpansies,1.33e+18,07-11-2020 18:55,0,,,1.0,Wait I just realized you got it wrong. It’s. UnkindG | ASSBLASTER,,,
1253,1253,cunt,Peng__Cunt,1.33e+18,11-11-2020 09:43,0,,,0.0,"Still allergic to Broke, prescription straight to the paper",,,
1844,1844,Aroused,wishdreamloveit,1.33e+18,10-11-2020 18:47,0,,,1.0,I am VERY aroused,,,
3197,3197,eat pussy,iamarabiannn,1.33e+18,11-11-2020 07:15,0,,,1.0,“ Tomorrow isn’t promised.. eat her pussy today “,,,
1772,1772,Aroused,lashanej1,1.33e+18,10-11-2020 21:07,0,,,1.0,If my energy alone doesn’t get you aroused then I ain’t the one for you.,,,
2541,2541,boobies,EvolvedAura,1.33e+18,11-11-2020 06:39,1,,,1.0,"You had me at boobies but, booty...",,,
1419,1419,Dick for brains,DudeOnly767,1.33e+18,10-11-2020 19:39,5,,,0.0,People in this thread have dick for brains 😅 i don't see what the problem here,,,
3786,95,genitals,tmorris1Nonly,1.32673656552417e+18,2020-11-12 04:00:21,0,,,0.0,Why you put all that soap on a washcloth just to do armpits and genitals tho?,,,
3966,5294,hymen,RealPumpkinJay,1.32674539972246e+18,2020-11-12 04:35:27,1,,,0.0,"*scrolling through* Well I didnâ€™t see that one coming... but then again, thatâ€™s the eâ€¦",,,
4464,16978,pecker,excusemeson,1.32678900337969e+18,2020-11-12 07:28:43,1,,,0.0,nobody: nobody at all: not a single person: me: oi me pecker proper concave lads,,,
1870,1870,Aroused,StormArts2,1.33e+18,10-11-2020 18:12,1,,,1.0,dude I am both aroused and terrigyied,,,
4258,11105,molest,OakTribNews,1.3267416786282e+18,2020-11-12 04:20:40,3,,,1.0,Washington man allegedly called himself â€˜pervyguy40â€™ online. Feds say he planned Bay Area trip to molest kids of unâ€¦,,,
93,93,Aroused,_Nuchhhh,1.33e+18,10-11-2020 17:08,0,,,0.0,"“Be wary of friends—they will betray you more quickly, for they are easily aroused to envy” reminder",,,
4212,10163,masturbate,niyama,1.32674831317828e+18,2020-11-12 04:47:02,0,,,0.0,"Urge is Urge- control is what we are talking about, that's the point. He thought he could gâ€¦",,,
2116,2116,ass,eaiaaueo,1.33e+18,11-11-2020 06:56,0,,,1.0,nawwhhh I miss her cute ass 😭,,,
4020,7253,jizzum,waitsbot,1.32557555657068e+18,2020-11-08 23:06:55,0,,,0.0,And Big John Jizzum from downtown Chisolm Flew away with old Mrs. Storm And they found Bird Lundy 'neath a keg ofâ€¦,,,
3996,6976,jiz,rdjmcs,1.32517118349554e+18,2020-11-07 20:20:05,1,,,1.0,I see some trump jiz on your lip.,,,
4276,11094,molest,urch23,1.3267516116796099e+18,2020-11-12 05:00:08,0,,,0.0,"To end police brutality right? However the forces of the country is being used to molest, detain, killâ€¦",,,
2212,2212,Bad Fuck,kage_higgin,1.33e+18,11-11-2020 06:45,0,,,1.0,Its nice having that friend that wants to fuck you so bad even though she’s a girl and you’re gay.,,,
2458,2458,bitch ass,BigGordoXXX,1.33e+18,11-11-2020 06:50,2,,,1.0,I need a pretty ass bitch sucking my balls,,,
307,307,ass cowboy,hockeyredwhite,1.33e+18,10-11-2020 04:16,0,,,0.0,"Thank you for the suggestions on Wyoming. One of my bucket list items is to have a shot, a beer and burger in a cowboy…",,,
211,211,ass,PunishmentHurts,1.33e+18,11-11-2020 06:56,0,,,0.0,"I said IT sounds good, I didn’t say I sound good. The three chord song currently kicking my ass, BNL, Steven Page",,,
1751,1751,Aroused,_Wilson2002,1.33e+18,10-11-2020 21:40,1,,,1.0,"I scared, and aroused, and scared that I’m aroused.",,,
1435,1435,Dick for brains,wicked_wilf,1.32e+18,06-11-2020 15:37,0,,,0.0,"Yo@kuding_cha poor redneck are kidding, Wolverhampton born and bread you dick. 15 miles away from Birmingham if you need to look it up on a map.. The word Libtard is synonymous the world over for whiney Liberal nonces with brains of dog shit.",,,
2752,2752,Clit,thankyougoth,1.33e+18,11-11-2020 07:33,1,,,1.0,Mgmt’s new album makes my clit hard 🥵🥺,,,
3682,70,genitals,AdamOctavius,1.32674576178736e+18,2020-11-12 04:36:54,0,,,1.0,do me a favour. Get off my Dick. In lower terms: please Keep my black genitals out of your mouthâ€¦,,,
4414,16203,nutsack,pirategalore,1.32672617447996e+18,2020-11-12 03:19:04,0,,,1.0,Why the fuck did Microsoft flash me with a nutsack.,,,
113,113,Aroused,thelineup8_2020,1.33e+18,10-11-2020 15:41,0,,,0.0,it's ovA system burn and tc if he's aroused with rpm &amp; bill system says warren gosh where is wilson,,,
1522,1522,pussies,BreighTanner,1.33e+18,11-11-2020 05:52,0,,,0.0,COVID made us pussies,,,
3484,3484,slut,teaslut_,1.35e+18,09-01-2021 08:33,1,,,1.0,"if u know what's good for u, u will, naughty slut",,,
1560,1560,skanky,Tph02271,1.33e+18,11-11-2020 00:54,0,,,0.0,Huge party when they drag your skanky ass out on the 20th Jan.,,,
1051,1051,boobies,nielsonbeth,1.33e+18,11-11-2020 06:15,0,,,0.0,heyyy queen I saw your tweet about how men are trash and I just wanted to let you know that I agree. although I myself am…,,,
1767,1767,Aroused,MajimaGoromi,1.33e+18,10-11-2020 21:12,0,,,1.0,I kin Nishitani because I can't see Majima and not be aroused,,,
3342,3342,semen,hyacinth_boi,1.33e+18,11-11-2020 02:51,0,,,1.0,You look like semen,,,
3229,3229,erection,MindofRy4n,1.33e+18,11-11-2020 07:58,1,,,1.0,"Don't do it, you'll give me an erection",,,
2533,2533,boobies,LouBear_walls,1.33e+18,11-11-2020 07:29,1,,,1.0,Go drink from Psymon Cowbell's boobies,,,
1111,1111,Breast Man,Justice__Chisom,1.33e+18,11-11-2020 07:30,0,,,0.0,"No matter how dark the room is, a man will always find his way to the woman’s breast",,,
50,50,Aroused,Mckotwo_,1.33e+18,10-11-2020 21:15,7,,,0.0,"We have a LSK President whom is aroused by rts and replies😂😂😂😂, what an era to be alive.",,,
2946,2946,cuntlicker,Fieldingedlow,1.33e+18,08-11-2020 00:36,3,,,1.0,And I'm the 5th cuntlicker in Big Little Lies!,,,
352,352,assbandit,httpxxroaa,1.32e+18,04-11-2020 05:19,1,,,0.0,ugly anyway,,,
1140,1140,brothel,DAQuotationer,1.33e+18,11-11-2020 05:43,0,,,0.0,Why do they call it a 'brothel?' There's no broth. Or is there?,,,
1489,1489,eat me,yazawabot_,1.33e+18,11-11-2020 10:49,0,,,0.0,"Getting to eat my handmade osechi, you should be the happiest person in the world, right? Have lots of shrimp, okay? I want you to live a long life and keep cheering for me! ♡",,,
1290,1290,cunt,aqoticfnt,1.33e+18,11-11-2020 09:00,3,,,0.0,so done i get a fill for cup and they live mid way through tourney like wtf cunt im so pissed rn,,,
3308,3308,pussies,hawkgolfer22,1.33e+18,11-11-2020 05:40,0,,,1.0,Twitter is ran by a bunch of pussies,,,
3007,3007,eat pussy,zoelego,1.33e+18,11-11-2020 10:19,0,,,1.0,If your woman doesn't let you eat pussy when you ask...its cuz she doesnt enjoy your head game....,,,
3203,3203,eat pussy,RegularBlack_,1.33e+18,11-11-2020 07:08,0,,,1.0,I'll never get over this Sex and the City episode of the man who liked to eat pussy. Charlotte was pissed. 😂,,,
2267,2267,Balls,ItsEpic_Gabriel,1.33e+18,11-11-2020 07:25,0,,,1.0,I always forget your pfp is a dude grabbing his balls LOOOOOOL,,,
4391,15060,nipple,kefayat18973147,1.326802845472e+18,2020-11-12 08:23:43,0,,,0.0,"Dr. Brown's Original Nipple, Level 1 (0m+), 2 Count Dr. Brown's Original Nipple, Level 1 (0m+)â€¦",,,
106,106,Aroused,JokrRainbow,1.33e+18,10-11-2020 16:17,0,,,0.0,"I ran into a guy during gambit named ""Aroused Giraffe."" I think that takes the cake lmao.",,,
2521,2521,boobies,Hannah_bear_owo,1.33e+18,11-11-2020 08:07,0,,,1.0,Oh these? My boobies? My massive fucking titties? My super stuffed-up milkies? My honker bonker doinky boinkies? My fucking fabric stretching wind flapping gravity welling sex mounds? You mean these super duper ultra hyper goddamn fuckers?,,,
2660,2660,brothel,AngelFlxffz,1.33e+18,11-11-2020 07:44,1,,,1.0,"(( More updates; Dixie owns a small, very Moulin Rouge like club named Red Room Mill, and she's pretty much the brothel mom type. Got some milf energies and cares deeply for all her boys, girls, and babies.",,,
3461,3461,slut,darkskinhoneyy_,1.35e+18,09-01-2021 08:54,0,,,1.0,SLUT ME OUTTTTTT!!!,,,
592,592,Balls,MoronesAnnaleez,1.33e+18,11-11-2020 07:10,0,,,0.0,Imagine dating me then BOOM we a couple of goof balls that fell in love,,,
2073,2073,ass,H44dTae,1.33e+18,11-11-2020 06:55,0,,,1.0,Folks crackin bro ass 😂😂,,,
4377,15041,nipple,nathalieabreuu_,1.3268080639789496e+18,2020-11-12 08:44:28,0,,,0.0,matching nipple piercings??ðŸ˜—,,,
3907,1607,hoe,fuckgabriellaa,1.32677940796975e+18,2020-11-12 06:50:35,0,,,0.0,Donâ€™t work inna garden ainâ€™t no reason to love a hoe,,,
3874,1562,hoe,TheREALAmaniJay,1.3267799399920302e+18,2020-11-12 06:52:42,0,,,0.0,Donâ€™t tell me who worth it or not. If thatâ€™s my nigga thatâ€™s my nigga. Hoe,,,
2030,2030,Aroused,AbisOlayinky,1.33e+18,10-11-2020 12:36,0,,,1.0,Wawu. Just looking at woman gets you aroused ? Just her face ?,,,
3131,3131,eat pussy,paulinthekut,1.33e+18,11-11-2020 08:02,0,,,1.0,Imma trynna eat pussy,,,
3571,3571,whore,tenyams,1.33e+18,12-11-2020 19:28,0,,,1.0,yes compliment me I'm an attention whore,yeah," mental problems. I'm sorry you're having problems too. You have my complete support and love. Please take care of yourself! Take some time off so you can relax. Also please don't actually whore yourself online? Sorry for venting in your post. I wish you all the best.""",
3653,3653,fuckable,BrotschulMw,1.33e+18,10-11-2020 21:50,0,,,1.0,Thick fuckable ass...mmmm,,,
1622,1622,whore,GD_Blastblock,1.33e+18,12-11-2020 19:25,0,,,0.0,This dude thinks im a pedo because im 17 years old and im FRIENDS with a 16 year old. The same dude who admitted he was 23 years old and was calling her a whore for being bi.,,,
3749,41,genitals,johnbrownsbooty,1.3267562455844e+18,2020-11-12 05:18:33,0,,,0.0,Or just don't jerk off during a work call. I am as pro worker as it gets but I'm okay with people being fired for exposing their genitals to co-workers,,,
2949,2949,dick beaters,OgMaus,1.32e+18,02-11-2020 23:47,0,,,1.0,I do it everyday with my girlfriend wipe down before and after and just don't touch your face 😉. Can't trust the grimey ass mfers who touch their dick beaters on everything and never clean up,,,
2090,2090,ass,Amami_Bot_,1.33e+18,11-11-2020 06:55,0,,,1.0,If you slap my thicc ass the ripples will cause an earthquake.,,,
2978,2978,dyke,4umji,1.33e+18,11-11-2020 10:36,1,,,1.0,im a whore im a dyke im nothing,,,
146,146,ass,LionizedHero,1.33e+18,11-11-2020 06:56,0,,,0.0,"‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍Go get it then, if she so desires. ‍ ‍ ‍ ‍Lazy ass . . . ‍ ‍ ‍ ‍",,,
898,898,bitch ass,katelynfiorell1,1.33e+18,11-11-2020 06:53,0,,,0.0,all you bitch ass hoes can have him :),,,
3555,3555,suck,Raddpratt,1.33e+18,11-11-2020 12:58,0,,,1.0,Yeah non existent hoes can go suck it 😤,,,
1069,1069,boobs,mee_tunde,1.33e+18,11-11-2020 08:06,0,,,0.0,"Who else have noticed, that for girls boobs one is always bigger🤔🤔or is it just me?!👀",,,
992,992,boobies,CanyonMoonV0L6,1.33e+18,11-11-2020 07:34,0,,,0.0,me either so ill just say boobies daily,,,
1988,1988,Aroused,RavenHairedYen,1.33e+18,10-11-2020 14:08,3,,,1.0,"The thought of a big, hunky, sweaty Cerberus in her room is making her more aroused than she’d care to admit.",,,
1038,1038,boobies,Boobies_life,1.33e+18,11-11-2020 06:56,0,,,0.0,Prout lol,,,
2549,2549,boobies,EllieDaCat1,1.33e+18,11-11-2020 05:58,0,,,1.0,Bonus question… Who has bigger boobies?,,,
3429,3429,slut,HPot92,1.35e+18,09-01-2021 09:20,0,,,1.0,"We are the slut dragons that live in these slut caves where we fuck, suck and eat butt",,,
2333,2333,Balls,doyoungpee,1.33e+18,11-11-2020 06:57,0,,,1.0,she will bite ur balls off,,,
757,757,big butt,Billy_Bud_,1.33e+18,11-11-2020 06:23,0,,,0.0,NIGHTLY REMINDER YOU CAN DO ANYTHING YOU SET YOUR MIND TO SO BE SURE TO DREAM BIG AND WORK YOUR BUTT OFF TO MAKE IT HAPPE…,,,
1379,1379,Cuntass,cuntass_chica,1.33e+18,10-11-2020 03:45,0,,,0.0,I need a drink now,,,
3235,3235,finger fuck,JosephBananas,1.33e+18,10-11-2020 12:11,0,,,1.0,On what? How to finger fuck a minor at the age of 35?,,,
2161,2161,assclown,HerStoryIs,1.33e+18,11-11-2020 03:15,0,,,1.0,Too good a song for that assclown,,,
346,346,assbandit,Muhammad_4525,1.32e+18,04-11-2020 21:25,1,,,0.0,"What's the highest number of books you've read in a year, mine was 184.",,,
1814,1814,Aroused,kelly_maitland,1.33e+18,10-11-2020 19:43,6,,,1.0,In custody I spent years writing on the sheets when checking prisoners at specific times 'aroused prisoner'. Nobody ever picked up on it. What a waste 😁,,,
793,793,bitch,genshnstruggles,1.33e+18,11-11-2020 07:27,1,,,0.0,🍤BITCH??? U PAID,,,
2032,2032,Aroused,dorregaray_pepe,1.33e+18,10-11-2020 12:29,0,,,1.0,"The reason for the war of the sexes, feminism, divorce, etc is the absence of satisfaction between partners. Men are broug…",,,
1157,1157,butt,StokieDrew,1.33e+18,11-11-2020 08:25,0,,,0.0,And kicking the EU's butt,,,
692,692,bastard,cristobalite128,1.33e+18,11-11-2020 07:24,0,,,0.0,"And the person recording is an even bigger idiot for not telling the lady behind that this bastard recorded her privates, smh.",,,
1326,1326,cunt,ess_bee33,1.33e+18,11-11-2020 09:13,1,,,0.0,Why thank you 😍,,,
1267,1267,cunt,zhangborges,1.33e+18,11-11-2020 09:39,0,,,0.0,He literally started it going nasty. Haven’t seen you call him a cunt? Or the person who was racist to me? Or the person who called me a paedo?,,,
1453,1453,Dick for brains,Kalio1456,1.32e+18,03-11-2020 17:46,0,,,0.0,"We don't want the garbage opinions of a racist, homophobic, dick for brains head.",,,
2860,2860,cumming,scharler_caland,1.33e+18,11-11-2020 09:34,0,,,1.0,Cumming Her Brains Out! 1,,,
3398,3398,skank whore,anjali_jacob,1.33e+18,07-11-2020 17:40,0,,,1.0,U ugly ass skank ass whore bye loser bitch.,,,
2921,2921,cunt,ProConchie,1.33e+18,11-11-2020 08:10,0,,,1.0,I want to cum effusively in a tight wet cunt this very instant. Nothing else would do.,,,
3271,3271,prostitute,teamboby,1.33e+18,11-11-2020 01:20,0,,,1.0,he's still talking to that prostitute??,,,
54,54,Aroused,VickyJSmith1,1.33e+18,10-11-2020 20:38,0,,,0.0,"It's aroused some controversy but it's good to see a well-deserved statue for Mary Wollstonecraft (1759-97), 'mother o…",,,
226,226,ass,_maquisha,1.33e+18,11-11-2020 06:56,0,,,0.0,my anxiety kicking my ass rn,,,
1956,1956,Aroused,_Dryadxlis,1.33e+18,10-11-2020 15:06,0,,,1.0,"No, we're not! We're easily aroused, but not always!",,,
1668,1668,Aroused,SeductressSyren,1.33e+18,10-11-2020 23:25,1,,,1.0,only text Me when you’re Aroused.,,,
1692,1692,Aroused,VyralAntidote,1.33e+18,10-11-2020 23:58,4,,,1.0,"I am aroused, scared, and most of all concerned",,,
2467,2467,bitchtits,Hoomin_RM,1.33e+18,08-11-2020 21:32,0,,,1.0,"Bob, Bob had BitchTits.",,,
2247,2247,Bad Fuck,kaurrum,1.33e+18,11-11-2020 07:11,0,,,1.0,I'm supposed no to be surprised 50 pulls? huh too bad Take Mona and go fuck yourself,,,
3723,344,genitals,COTTAGECOREAONE,1.32666589003778e+18,2020-11-11 23:19:31,0,,,1.0,"CW // body, genitals Apparently some people with a coochie donâ€™t know that we have 3 holes.ðŸ’€",,,
