,Key Word,Username,User_ID,Datetime,Favorite_count,Geo,Coordinates,Label,Text,Unnamed: 9,Unnamed: 10,Unnamed: 11
2647,boobs,ollieduns,1.33e+18,11-11-2020 07:24,0,,,1,"sexy as fuck, great boobs",,,
241,ass,Zeek3_,1.33e+18,11-11-2020 06:55,0,,,0,Jake is literally a magical shapeshifter. Rigby is that hating ass nigga you grew up with that never grew out of drawing…,,,
2238,Bad Fuck,Jeff_McRoberts,1.33e+18,11-11-2020 05:25,0,,,1,"Yup. And we won’t play dirty like them. We will for a while, then we feel bad and stop. We need to step on the GOP’s necks. Don’t let them up. Don’t do it! Feel guilty for “going low?” Don’t! Fuck them. Crrrrrrunch.",,,
162,ass,syrerevenge,1.33e+18,11-11-2020 06:55,0,,,0,she got ya ass,,,
1734,Aroused,BaroneZaza70,1.33e+18,10-11-2020 22:12,0,,,1,#Words #Art &amp; #goodnight “So perfect was Naoko’s physical beauty now that it aroused nothing sexual in me.” Haruki Mur…,,,
319,ass cowboy,rtb____,1.33e+18,10-11-2020 01:48,2,,,0,Never forget when Todd Haley called a toss on 4th and inches and Steelers fans beat his ass after the game at Tequila Cowboy so bad that he had to coach from the press box the next week,,,
1796,Aroused,Jagoth,1.33e+18,10-11-2020 20:17,0,,,1,For some reason she is really shy about showing her sensitive and tender paws.. But also clearly very aroused by that~ ..Wo…,,,
2194,asslicker,rourouroseanne,1.32e+18,03-11-2020 05:29,0,,,1,Kinda hate my new school friends they're such an asslicker,,,
1,Aroused,StewartEros,1.33e+18,11-11-2020 06:40,0,,,0,"If you mean to lean forward, sensually kiss you on the lips, gently caress your chest, be a bit cheeky and slip a hand or two under your pretty top, and get into a right aroused state, then YES, YES, YES!❤❤❤",,,
139,ass,Tashari23,1.33e+18,11-11-2020 06:56,0,,,0,Lately I’ve been very cautious of who has access to me. Everybody don’t deserve my lit ass energy.,,,
1716,Aroused,AishiaDeal,1.33e+18,10-11-2020 22:52,45,,,1,If your energy and presence alone doesn’t get them aroused they’re not the one for you..,,,
3244,fingerfucking,Leesliee_13,1.33e+18,10-11-2020 02:32,1,,,1,I love fingerfucking your ear,,,
1788,Aroused,snowflakey24,1.33e+18,10-11-2020 20:32,1,,,1,"Humm! being asked to participate in a truth or dare den I was dare to suck a girl's nipple 😂. I did it tho buh I was so aroused 😭😭 Aroused,CATa_t0nic,1.32626E+18,10-11-2020 20:30,7,,,“You can only break it when it’s aroused! Don’t let the chance slip by!” Aroused,JayTheLion5,1.32626E+18,10-11-2020 20:29,0,,,Idk about you but ita sooo different who you are in bed than who you are period. Like its not the same thing. Don't expect someone to be all like that when they arent aroused .",,,
1198,byatch,rmrtnez_,1.32e+18,02-11-2020 23:05,1,,,0,And ғʀɪᴇɴᴅs to insecure byatch. Chxz,,,
3164,eat pussy,yannayamsss,1.33e+18,11-11-2020 07:47,0,,,1,it’s official... I either don’t like head or y’all men can’t eat pussy 🤷🏽‍♀️,,,
444,Bad Fuck,KASH99123734,1.33e+18,11-11-2020 07:03,0,,,0,Fuck being good imma bad bitch........,,,
1912,Aroused,_Markkuchan_,1.33e+18,10-11-2020 16:59,5,,,1,"Here's me opening up a bit about my bisexuality: tbh i feel romantically &amp; sexually more comfy with girls and nonbinary folk, but i have the unfortunate disease of still being aroused by cis men, but that's it, i don't want to actually deal with them irl in any other way- 🤧🤢",,,
2621,Boobjob,AycardoPinedaV2,1.33e+18,10-11-2020 13:42,0,,,1,I love your big boobs make me the boobjob please 💖💖💖💖💖,,,
3486,slut,danthevillian,1.35e+18,09-01-2021 08:30,0,,,1,I just want a younger girl I can slut out. Come to Daddy.....😈,,,
2432,bitch,perpsyyy,1.33e+18,11-11-2020 07:25,0,,,1,He say he wanna smoke I’m tryn fuck his sister she think CaUz I’m a Leo that Ima kiss her TOLD HER BITCH KISS MY DICK THEN I HAD TO DISMISS HER,,,
1050,boobies,JustPassingBiii,1.33e+18,11-11-2020 06:17,4,,,0,Imagine being the boobies in miss Dakota’s house? Wow,,,
1109,Breast Job,talisajaneann,1.33e+18,09-11-2020 09:07,0,,,0,I love this. But I still want a boob job lmao. Two kids + breast feeding = I deserve it.,,,
1906,Aroused,avipadilla_,1.33e+18,10-11-2020 17:21,0,,,1,If my energy alone doesn’t get you aroused then I ain’t the one for you.,,,
673,bastard,Omar_sterling15,1.33e+18,11-11-2020 07:26,0,,,0,Heartbreak na Bastard! I can still remember the time my Girlfriend broke up with me via text message while I was on my way to…,,,
1437,Dick for brains,caretguy,1.32e+18,06-11-2020 08:39,0,,,0,"i *might* say that this is fair play turnabout for 2000 election fraud, but the reality is they are both managed by the same monolithic dick for brains. you can't eat or drink fiat currency",,,
1401,cunthole,DermotQuinn,1.33e+18,07-11-2020 16:54,0,,,0,Now go fuck yourself and crawl back to the syphilis ridden cunthole ypu came from.,,,
1286,cunt,The_Ballhound,1.33e+18,11-11-2020 09:18,2,,,0,"Ben Shapiro, a cunt.",,,
1598,suck,scandalousmimi,1.33e+18,11-11-2020 13:00,0,,,0,I suck like really bad lmfao I can hold my balance and skate forward but that’s it lol,,,
3046,eat pussy,d0llfaace,1.33e+18,11-11-2020 09:31,0,,,1,yea but she did say “i’m running through yo nigga house like a tomb raider you got a pass around nigga he a hot potato i told…,,,
1058,Boobjob,IfLucyCouldFly,1.33e+18,10-11-2020 14:08,1,,,0,"I think something will happen. Maybe not in two weeks span, but shorter. I'm just thinking.. We didn't get some bad articles from B and boobjob. And maybe I'm clowning again tho",,,
3508,sluts,rapedpup,1.33e+18,11-11-2020 05:40,1,,,1,hnnn wanna be dumb n good for someone only to still get hurt n bruised cause thats what dumb sluts deserve,,,
366,assbandit,PsyqedelicHobo,1.32e+18,02-11-2020 20:12,1,,,0,I hope it rains frogs that day,,,
1357,Cuntass,cuntass_chica,1.33e+18,11-11-2020 06:14,0,,,0,About to watch one of my fav movies #savages✨,,,
3184,eat pussy,CHARLIEACROE,1.33e+18,11-11-2020 07:29,0,,,1,U Gotta Be A Brave Nigga To Eat A Bitch Pussy Who Sell It 😝🤣,,,
3059,eat pussy,Big23mike123456,1.33e+18,11-11-2020 09:17,1,,,1,I would eat that pussy just like that sexy,,,
2806,cock suck,SopeThrives,1.33e+18,11-11-2020 08:26,0,,,1,"au where kdj is super flirty with yjh instead of snarky... yjh going ""im gonna shove my sword down ur throat"" and kdj going ""i…",,,
3414,slut,AsfandSfdr,1.35e+18,09-01-2021 09:37,0,,,1,She is a slut,,,
2176,asslick,redpop86,1.33e+18,09-11-2020 03:04,0,,,1,Ben Asslick selling oxyclean now?,,,
2552,boobies,Sinner2352,1.33e+18,11-11-2020 05:34,1,,,1,Tl sleep ? I wanna suck on her boobies,,,
1539,schlong,KevFullStop,1.33e+18,10-11-2020 18:05,1,,,0,No need to brag about the size of your Schlong! Theo!,,,
2284,Balls,Mattiathegoat,1.33e+18,11-11-2020 07:20,0,,,1,balls balls on my face,,,
721,big butt,nuttin_butt,1.33e+18,11-11-2020 02:14,0,,,0,Thanks Dan. Big win for us in Texas!,,,
1323,cunt,boxcar808,1.33e+18,11-11-2020 09:14,0,,,0,Day going great. I just saw Sam Newman at an intersection in his Bentley and pissed him off by yelling “oh fuck it’s tha…,,,
2242,Bad Fuck,yoonjocs,1.33e+18,11-11-2020 05:05,0,,,1,he is so pretty 🥺 he looks so pretty and his stomach ugh I want to fuck him so bad 🥰,,,
1611,titties,toichanel,1.33e+18,11-11-2020 13:30,1,,,0,Listen I’ve had titties my whole damn life I gets tired of wearing a bra lol,,,
2245,Bad Fuck,rarepics1999,1.33e+18,11-11-2020 04:53,0,,,1,bad little hoes i fuck like a pro,,,
2103,ass,cm_botlove,1.33e+18,11-11-2020 06:53,0,,,1,WHY DOES eatin ass danny devito GANG GANG,,,
1483,eat me,blubbibi,1.33e+18,11-11-2020 10:50,0,,,0,everytime my father asked me what i want to eat idk what to answer but ✨pallubasa✨,,,
866,bitch,vitoworlddd,1.33e+18,11-11-2020 07:26,1,,,0,bitch is trash,,,
15,Aroused,Fkbullz,1.33e+18,11-11-2020 04:27,0,,,0,glows when he's aroused,,,
170,ass,gayartistsdude7,1.33e+18,11-11-2020 06:54,1,,,0,i hate my big ass nose but not because it’s ugly just because i can always see the end of it in the corner of my eye it’s annoying,,,
1438,Dick for brains,blinkylover2010,1.32e+18,05-11-2020 23:52,0,,,0,Hey dick for brains “ALL VOTES MATTER” hahahahahaha,,,
1103,Breast Job,Jessthegreat__,1.33e+18,09-11-2020 22:41,1,,,0,One time this guy at my job had a pink eye and gave me $20 for my breast milk 😂 BTW his eye was cured in less than 24 hours 😂 ( I had told him I didn’t want money but told one of the busses to say it was my tip from a table I had served 😂,,,
1766,Aroused,repRickGatez,1.33e+18,10-11-2020 21:14,1,,,1,"Its ok, just tell the public you identify as a Gay Black man who was not sexually aroused by Obama. I identify as a Matt, who is not attracted to his adopted adult son that was adopted under questionable circumstances",,,
1631,Anal,Toybot5,1.33e+18,11-11-2020 06:42,1,,,1,Without a doubt I'd choose anal.,,,
3437,slut,fashionbride,1.35e+18,09-01-2021 09:10,0,,,1,Sissy slut Sam is now following me on Twitter! Thank you Sissy slut !,,,
246,ass,Methodmn_74,1.33e+18,11-11-2020 06:55,0,,,0,That is a sick ass helmet right there! 😍,,,
1297,cunt,meldrumc65,1.33e+18,11-11-2020 08:54,0,,,0,"That dopey lying cunt will probably swear he never uttered a word that day, because a big boy did it and ran away and t…",,,
2983,eat me,ayeyorahh,1.33e+18,11-11-2020 10:50,0,,,1,I ain’t got a talking stage in me do you love me? do you eat pussy?,,,
2516,blowjob,swkinkbot,1.33e+18,11-11-2020 08:05,0,,,1,breha organa has a blowjob kink,,,
1870,Aroused,StormArts2,1.33e+18,10-11-2020 18:12,1,,,1,dude I am both aroused and terrigyied,,,
312,ass cowboy,LottoAlmighty,1.33e+18,10-11-2020 02:38,0,,,0,Man bro lmao why they in discord on yo ass man talkin about you bet your life savings on the Cowboy against the Steelers 😭😭😭😭😭😭😭😭😭,,,
1298,cunt,WhoIsUmbriel,1.33e+18,11-11-2020 08:54,0,,,0,hey this is just a friendly reminder to not be cunt. have a nice day,,,
2678,butt,masterreviewer3,1.33e+18,11-11-2020 08:06,0,,,1,Some llama mama butt smack also via discord shenanigans,,,
2183,asslicker,Douglas72505022,1.33e+18,10-11-2020 21:17,0,,,1,Says a asslicker,,,
2625,boobs,echoing_guy,1.33e+18,11-11-2020 08:07,0,,,1,Haha what the heck is “boobs”? I’m a visual learner.,,,
2144,ass cowboy,TheHipmoobun,1.33e+18,11-11-2020 02:55,0,,,1,Only cowboy has an ass powerful enough to ride that stud Bento 🍑👀💦,,,
2221,Bad Fuck,ananimusx3,1.33e+18,11-11-2020 06:19,0,,,1,Y’all why does PornHub want us to watch white people fuck SOOOOOOOOO bad bruh 🥴🤢,,,
1427,Dick for brains,Jordan25880735,1.33e+18,08-11-2020 22:02,0,,,0,"You said they did in 2016, since results weren't certified till the end of the month, dick for brains.",,,
2396,big butt,TICS72873737,1.33e+18,10-11-2020 23:14,0,,,1,"Hey babygirl... I got a dick so big, it can go up your butt AND AROUND THE CORNER #horsdickdotmpeg",,,
138,ass,loyaasofi,1.33e+18,11-11-2020 06:56,0,,,0,Deadass thinking back to how of a bomb ass girlfriend I was like sheeeeesh i was good 😂😂😂😂😂😂,,,
2048,ass,qneale156,1.33e+18,11-11-2020 06:56,0,,,1,I really turnt this bitch into a wild ass mf 😭😭😭😭😭,,,
2348,Balls,aaronjherrera,1.33e+18,11-11-2020 07:25,0,,,1,Liberals write stuff like this for their TV shows and then spend the rest of the year gargling Joe Biden's balls and sucki…,,,
2377,big butt,Ilovemywomen1,1.33e+18,11-11-2020 02:41,0,,,1,You big butt is damn sexy baby,,,
2691,butt pirate,TXTformice,1.32e+18,05-11-2020 10:58,0,,,1,[15:31] u fucking butt pirate go blow ur self,,,
3480,slut,FatsGummy,1.35e+18,09-01-2021 08:34,1,,,1,"You felt your release begin to build only to be surprised by Keigo cumming all over himself, twitching and milking your cock with so much pressure that you came inside him. You couldn’t stop, gasps left your mouth as you filled your little slut.",,,
466,Bad Fuck,darryltzar,1.33e+18,11-11-2020 06:56,0,,,0,"You get your way. I get my way. As for the right way, the correct way, and the only way, it does not exist. My thought…",,,
2715,Chode,Ohm_irl,1.33e+18,10-11-2020 08:11,0,,,1,Hes so sexc I just wanna suck his fat chode,,,
2993,eat pussy,PRISJ1_,1.33e+18,11-11-2020 10:36,0,,,1,Stop having sex with men that won’t eat your pussy 🚩🚩🚩🚩,,,
1481,eat me,rachelm_en,1.33e+18,11-11-2020 10:50,0,,,0,double eat me,,,
2320,Balls,irish_balls,1.33e+18,11-11-2020 07:08,0,,,1,Roll those boobs 🥰🌹🌺💐🇮🇪,,,
2260,Ball licker,athenaismypeace,1.33e+18,11-11-2020 02:09,0,,,1,Dan Patrick is a ball licker.,,,
2935,Cuntass,cuntass_chica,1.33e+18,10-11-2020 04:00,0,,,1,Oh🤣🦵 I love a lil leg lock while cuddling 🥰,,,
1991,Aroused,celibatevicky_,1.33e+18,10-11-2020 14:06,2,,,1,you are not the only person i know to be aroused by that kind of thing don't worry,,,
1966,Aroused,Infinitylies_,1.33e+18,10-11-2020 14:49,0,,,1,"A woman’s vagina expands when she’s aroused and her clitoris becomes larger when she is aroused... it’s normal, and if it h…",,,
3435,slut,iamnavidy,1.35e+18,09-01-2021 09:14,1,,,1,You're a Horny Slut,,,
2513,Blowjob,nutellacoffee_,1.33e+18,11-11-2020 08:04,0,,,1,pogging is a blowjob minus the penis,,,
2445,bitch,TatianaaaV13,1.33e+18,11-11-2020 07:27,0,,,1,This bitch said “it’s the being a mother and whore at the same time for me” 😂😂😂 I’m fuckin deadddd,,,
2130,ass,WhoDaEFFcares,1.33e+18,11-11-2020 06:55,0,,,1,Oh I’m in LUST😍😍😍🥰🥰💙💙💙💙💙👀👀👀👀👀,,,
2425,bitch,ReginaOtero5,1.33e+18,11-11-2020 07:27,0,,,1,Make me your bitch! 💖 #tease,,,
1171,butt,o_eurydice,1.33e+18,11-11-2020 08:21,0,,,0,"TOTALLY!! Cleaning my butt with just tissue seems, not really unhygienic, but i guess not clean enough? Lol",,,
3301,pussie,savemysoulsd,1.33e+18,10-11-2020 05:43,2,,,1,FULL FUCKING SEND PUSSIE ASS BITCHAZZZ,,,
861,bitch,Meta_Alchemist,1.33e+18,11-11-2020 07:26,0,,,0,"""But they don't look good together"" Bitch, celebrities are not dolls",,,
60,Aroused,FKittlerbot,1.33e+18,10-11-2020 20:09,0,,,0,In a far more practical vein captured magnetic tapes aroused sleepy US electric practice.,,,
274,ass,Treee_Safari,1.33e+18,11-11-2020 06:55,0,,,0,"Self.. you is a bad ass bitch and I’m so sorry I had you out here looking like somebody fine ass son when you somebody’s fine ass Dawta 😭 sincerely, US 💕",,,
3518,sluts,Ryxnmxtherz,1.33e+18,11-11-2020 04:27,8,,,1,"wake up sluts, its time to sin",,,
2568,boobies,TheWhatsUPDATE,1.33e+18,11-11-2020 07:42,0,,,1,"Before I saw the article, I was 100% on board for a full frontal 😉 assault to save the boobies!! Then I saw it was about some stupid birds. Now I'm like, sure, I guess... 🙄",,,
2166,assclown,nicholasnicosia,1.33e+18,10-11-2020 03:32,0,,,1,We can go 0-16 and this assclown will never get fired.,,,
1377,Cuntass,mulleane,1.33e+18,10-11-2020 13:02,0,,,0,"International Law :3, these 2 words will shut ur cuntass up, say whatever u want now",,,
3588,whore,dougjewell831,1.33e+18,12-11-2020 19:14,0,,,1,The media lied and there is no way the American people will accept a dementia patient and a whore to lead this country!,,,
